Year,Value,Unit,Country,Sector,Source,Scenario,DataType,Method,Notes
1972,0.95015194573366,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1973,1.12329182618266,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1974,1.11690215627638,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1975,1.07790493263359,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1976,1.18771726648328,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1977,1.29885960857212,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1978,1.3458096586449502,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1979,1.31130308667048,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1980,1.36247032510437,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1981,1.33897645557809,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1982,1.46721503347603,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1983,1.5992884284070499,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1984,1.83689756046892,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1985,1.9866163286061,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1986,2.11887913427773,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1987,2.22972325432984,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1988,2.27950504798733,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1989,2.21602497209414,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1990,2.6488981974671,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1991,2.96093816879143,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1992,3.44784801427957,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1993,3.79251131951087,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1994,4.21600533660943,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1995,4.70833786642644,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1996,5.491518209796641,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1997,6.4703479473292,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1998,7.3636760502417795,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1999,8.0764370472042,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2000,10.08575410231376,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2001,11.697328594106061,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2002,14.52486652990811,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2003,16.20740312769249,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2004,17.2995879451592,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2005,21.00946723898269,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2006,21.662829154658322,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2007,24.24012867493483,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2008,25.147006265083412,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2009,28.8600528626468,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2010,30.421615914829303,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2011,30.4985510231984,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2012,29.7361429655452,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2013,29.9597298244237,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2014,32.2975261043757,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2015,34.579956454725696,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2016,40.2617046954391,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2017,44.691935103226605,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2018,48.6702844613634,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2019,56.0099144552619,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2020,59.4972457311593,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2021,61.8938037075205,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2022,64.3675746290887,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2023,61.3260533856263,MtCO2e,Viet Nam,Processes,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1970,19.43584603256579,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1971,19.439153602138607,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1972,18.94074164597949,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1973,20.925406865580925,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1974,17.95727854059604,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1975,20.907045737734254,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1976,15.601407445906656,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1977,16.71680515949272,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1978,17.015817307354148,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1979,17.92465909953646,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1980,18.26175352852559,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1981,18.798785922576563,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1982,20.051736566989135,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1983,21.107601522065995,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1984,20.96462485942783,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1985,21.016437607244008,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1986,22.797492677910956,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1987,25.387420745835577,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1988,24.76502901770643,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1989,21.541006743163575,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1990,21.406813495766635,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1991,21.220101573422983,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1992,21.92319979492072,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1993,25.635455135575107,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1994,27.72003424531902,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1995,31.75909225621457,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1996,35.24206285846738,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1997,40.92107663208498,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1998,44.89835000463356,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1999,45.072463216079164,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2000,49.10838333268102,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2001,53.791477331703845,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2002,62.293181316762606,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2003,65.73576733819597,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2004,79.1035406221476,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2005,84.89312703670916,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2006,87.35452587899825,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2007,95.88414231705917,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2008,107.25197211444755,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2009,118.25616270504153,MtCO2e,Viet Nam,Subtotal: Energy & Industry,EDGAR,,Historical,"Sum of EDGAR Power Industry, Industrial Combustion, Transport, and Buildings sectors.","Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
